season,current_gameweek,player_id,player_code,web_name,full_name,team,team_id,team_code,position,status,news,chance_of_playing_next_round,now_cost,selected_by_percent,total_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,ict_index,form,points_per_game,ep_next,fixture_difficulty_next5,fixture_difficulty_next3,next5_home_count,next3_home_count,opponent_count_next5,opponent_count_next3,prior_minutes,prior_total_points,prior_points_per_90,prior_xgi_per_90,prior_starts_per_90,prior_found,prior_team_strength,prior_team_attack_strength,prior_team_defence_strength,prior_team_found,points_per_90,xgi_per_90,start_rate,blended_points_per_90,blended_xgi_per_90,blended_start_rate,team_attack_prior,team_defence_prior,value_points_per_million,fixture_ease,differential_score,availability_factor,predicted_next_gw,predicted_next3,predicted_next5,baseline_next3,baseline_next5,model_residual,optimizer_value,risk_score,transfer_score
2026-27,2,140,215059,Sánchez,Robert Lynch Sánchez,Chelsea,6,8,GKP,u,Has joined Como on loan for the rest of the season,0,49.0,1.6,2,90,1,0,0,0,2,0.0,0.01,0.01,1.33,2.1,1.0,2.0,0.0,3.2,3.333,2.0,1.0,5,3,3040.0,113.0,3.345,0.001,1.04,1,1192.5,1135.0,1250.0,1,2.0,0.01,1.0,2.968,0.004,1.0,0.45,0.833,0.408,2.8,23.4,0.0,0.0,0.0,0.0,6.0,10.0,-10.0,0.0,1.9,0.184
2026-27,2,141,508479,Jörgensen,Filip Jörgensen,Chelsea,6,8,GKP,u,Has joined RC Strasbourg on loan for the rest of the season,0,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,378.0,9.0,2.143,0.0,0.71,1,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,1.543,0.0,0.511,0.45,0.833,0.0,2.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.138,0.038
2026-27,2,142,225796,James,Reece James,Chelsea,6,8,DEF,a,,100,55.0,8.5,1,112,1,0,0,0,3,0.1,0.07,0.17,1.47,6.2,0.5,0.5,0.5,3.2,3.333,2.0,1.0,5,3,1957.0,115.0,5.289,0.195,0.92,1,1192.5,1135.0,1250.0,1,0.804,0.137,0.804,4.033,0.179,0.804,0.45,0.833,0.182,2.8,16.5,1.0,2.96,9.933,16.352,1.5,2.5,13.852,2.973,0.876,17.165
2026-27,2,143,180736,Chalobah,Trevoh Chalobah,Chelsea,6,8,DEF,u,Has joined Como permanently,0,55.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,2780.0,136.0,4.403,0.08,1.0,1,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,3.17,0.058,0.72,0.45,0.833,0.0,2.8,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999,0.152
2026-27,2,144,482609,Gusto,Malo Gusto,Chelsea,6,8,DEF,a,,100,50.0,1.2,2,165,2,0,0,0,5,0.0,0.04,0.04,2.52,3.2,1.0,1.0,1.0,3.2,3.333,2.0,1.0,5,3,2255.0,96.0,3.831,0.181,1.04,1,1192.5,1135.0,1250.0,1,1.091,0.022,1.0,3.064,0.136,1.0,0.45,0.833,0.4,2.8,23.8,1.0,1.839,8.458,14.487,3.0,5.0,9.487,2.897,0.817,15.606
2026-27,2,145,444463,Fofana,Wesley Fofana,Chelsea,6,8,DEF,a,,100,50.0,0.1,0,67,1,0,0,0,2,0.0,0.01,0.01,1.26,2.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,1718.0,65.0,3.405,0.069,1.05,1,1192.5,1135.0,1250.0,1,0.0,0.013,1.0,2.452,0.053,1.0,0.45,0.833,0.0,2.8,24.9,1.0,2.018,6.385,10.827,0.0,0.0,10.827,2.165,0.926,11.891
2026-27,2,146,242880,B.Badiashile,Benoît Badiashile Mukinayi,Chelsea,6,8,DEF,u,Has joined Napoli on loan for the rest of the season,0,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,470.0,7.0,1.34,0.011,1.05,1,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,0.965,0.008,0.756,0.45,0.833,0.0,2.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999,0.156
2026-27,2,148,551210,Hato,Jorrel Hato,Chelsea,6,8,DEF,a,,100,45.0,0.6,5,154,2,0,1,0,5,0.01,0.09,0.1,2.46,8.3,2.5,2.5,2.5,3.2,3.333,2.0,1.0,5,3,1139.0,19.0,1.501,0.072,0.95,1,1192.5,1135.0,1250.0,1,2.922,0.058,1.0,1.899,0.068,1.0,0.45,0.833,1.111,2.8,24.4,1.0,2.537,10.698,19.658,7.5,12.5,7.158,4.368,0.829,20.787
2026-27,2,149,460028,Colwill,Levi Samuels Colwill,Chelsea,6,8,DEF,a,,100,50.0,1.3,1,161,2,0,0,0,4,0.01,0.03,0.04,2.64,2.9,0.5,0.5,0.5,3.2,3.333,2.0,1.0,5,3,225.0,8.0,3.2,0.048,0.8,1,1192.5,1135.0,1250.0,1,0.559,0.022,1.0,2.461,0.041,1.0,0.45,0.833,0.2,2.8,23.7,1.0,1.695,7.064,11.721,1.5,2.5,9.221,2.344,0.821,12.833
2026-27,2,150,574458,M.Sarr,Mamadou Sarr,Chelsea,6,8,DEF,u,Has joined Real Sociedad on loan for the rest of the season,0,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,100.0,3.0,2.7,0.315,0.9,1,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,1.944,0.227,0.648,0.45,0.833,0.0,2.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001,0.154
2026-27,2,151,577016,Acheampong,Josh Acheampong,Chelsea,6,8,DEF,a,,100,45.0,0.4,4,112,1,0,0,0,3,0.0,0.01,0.01,1.47,4.3,2.0,2.0,2.0,3.2,3.333,2.0,1.0,5,3,657.0,39.0,5.342,0.103,1.05,1,1192.5,1135.0,1250.0,1,3.214,0.008,0.804,4.746,0.076,0.804,0.45,0.833,0.889,2.8,24.6,1.0,0.89,2.946,4.974,6.0,10.0,-5.026,1.105,0.876,6.07
2026-27,2,152,620109,Palestra,Marco Palestra,Chelsea,6,8,DEF,d,Unspecified injury - 75% chance of playing,75,54.0,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.833,0.0,2.8,23.5,0.75,0.593,1.236,1.876,0.0,0.0,1.876,0.347,1.899,2.064
2026-27,2,154,244851,Palmer,Cole Palmer,Chelsea,6,8,MID,a,,100,96.0,18.3,20,172,2,2,1,0,5,0.94,0.32,1.26,2.65,25.3,10.0,10.0,10.0,3.2,3.333,2.0,1.0,5,3,1954.0,114.0,5.251,0.601,1.05,1,1192.5,1135.0,1250.0,1,10.465,0.659,1.0,6.711,0.617,1.0,0.45,0.833,2.083,2.8,6.7,1.0,3.302,15.301,26.423,30.0,50.0,-23.577,2.752,0.809,26.95
2026-27,2,156,247632,Neto,Pedro Lomba Neto,Chelsea,6,8,MID,a,,100,65.0,1.3,8,81,1,1,0,0,2,0.44,0.4,0.84,1.48,12.2,4.0,4.0,4.0,3.2,3.333,2.0,1.0,5,3,2629.0,125.0,4.279,0.391,1.03,1,1192.5,1135.0,1250.0,1,8.889,0.933,1.0,5.57,0.543,1.0,0.45,0.833,1.231,2.8,23.7,1.0,2.656,8.251,13.852,12.0,20.0,-6.148,2.131,0.91,14.888
2026-27,2,157,624773,Estêvão,Estêvão Almeida de Oliveira Gonçalves,Chelsea,6,8,MID,a,,100,64.0,0.9,1,7,0,0,0,0,0,0.0,0.0,0.0,0.09,0.1,0.5,1.0,0.5,3.2,3.333,2.0,1.0,5,3,839.0,58.0,6.222,0.542,1.05,1,1192.5,1135.0,1250.0,1,12.857,0.0,0.0,8.08,0.39,0.756,0.45,0.833,0.156,2.8,24.1,1.0,0.985,3.099,5.12,3.0,5.0,0.12,0.8,0.992,6.1
2026-27,2,158,463936,Gittens,Jamie Bynoe-Gittens,Chelsea,6,8,MID,a,,100,59.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,486.0,25.0,4.63,0.324,0.93,1,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,3.334,0.233,0.67,0.45,0.833,0.0,2.8,25.0,1.0,0.026,0.069,0.113,0.0,0.0,0.113,0.019,0.999,1.119
2026-27,2,159,486672,Caicedo,Moisés Caicedo Corozo,Chelsea,6,8,MID,d,Unspecified injury - 75% chance of playing,75,54.0,2.1,1,13,0,0,0,0,0,0.0,0.0,0.0,0.07,0.0,0.5,1.0,0.4,3.2,3.333,2.0,1.0,5,3,2796.0,110.0,3.541,0.123,1.03,1,1192.5,1135.0,1250.0,1,6.923,0.0,0.0,4.488,0.089,0.742,0.45,0.833,0.185,2.8,22.9,0.75,1.051,3.361,5.454,3.0,5.0,0.454,1.01,1.236,6.185
2026-27,2,161,514356,Lavia,Roméo Lavia,Chelsea,6,8,MID,a,,100,50.0,0.2,8,131,2,1,0,0,4,0.75,0.03,0.78,2.31,14.2,4.0,4.0,4.0,3.2,3.333,2.0,1.0,5,3,374.0,13.0,3.128,0.183,0.96,1,1192.5,1135.0,1250.0,1,5.496,0.536,1.0,3.791,0.282,1.0,0.45,0.833,1.6,2.8,24.8,1.0,2.121,7.94,12.581,12.0,20.0,-7.419,2.516,0.854,13.703
2026-27,2,163,491007,D.Essugo,Dário Luís Essugo,Chelsea,6,8,MID,u,Has joined RC Strasbourg on loan for the rest of the season,0,45.0,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,26.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.833,0.0,2.8,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.404
2026-27,2,164,593117,Quenda,Geovany Quenda,Chelsea,6,8,MID,a,,100,54.0,0.0,1,8,0,0,0,0,0,0.0,0.0,0.0,0.09,0.4,0.5,1.0,0.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,11.25,0.0,0.0,3.15,0.0,0.0,0.45,0.833,0.185,2.8,25.0,1.0,0.636,1.742,2.86,3.0,5.0,-2.14,0.53,1.641,3.32
2026-27,2,165,475168,João Pedro,João Pedro Junqueira de Jesus,Chelsea,6,8,FWD,a,,100,77.0,69.8,20,180,2,2,2,0,5,1.86,0.1,1.96,2.74,23.2,10.0,10.0,10.0,3.2,3.333,2.0,1.0,5,3,2658.0,177.0,5.993,0.571,1.05,1,1192.5,1135.0,1250.0,1,10.0,0.98,1.0,7.115,0.686,1.0,0.45,0.833,2.597,2.8,0.0,1.0,2.665,12.634,22.333,30.0,50.0,-27.667,2.9,0.8,22.633
2026-27,2,168,499309,Marc Guiu,Marc Guiu Paz,Chelsea,6,8,FWD,u,Has joined RB Leipzig permanently,0,50.0,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,265.0,13.0,4.415,0.622,0.34,1,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,3.179,0.448,0.245,0.45,0.833,0.0,2.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.404,-0.202
2026-27,2,169,567119,Mheuka,Shumaira Mheuka,Chelsea,6,8,FWD,a,,100,45.0,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,1.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.833,0.0,2.8,24.6,1.0,0.094,0.265,0.375,0.0,0.0,0.375,0.083,1.649,0.814
2026-27,2,170,503037,Emegha,Emmanuel Emegha,Chelsea,6,8,FWD,a,,100,50.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.833,0.0,2.8,24.9,1.0,0.704,2.117,3.515,0.0,0.0,3.515,0.703,1.649,3.965
2026-27,2,200,437499,Lacroix,Maxence Lacroix,Chelsea,6,8,DEF,a,,100,60.0,8.6,7,180,2,0,1,0,5,0.02,0.2,0.22,2.74,7.6,3.5,3.5,3.5,3.2,3.333,2.0,1.0,5,3,3085.0,154.0,4.493,0.096,1.02,1,1192.5,1135.0,1250.0,1,3.5,0.11,1.0,4.215,0.1,1.0,0.45,0.833,1.167,2.8,16.4,1.0,3.252,11.768,20.331,10.5,17.5,2.831,3.389,0.8,21.205
2026-27,2,560,549939,Penders,Mike Penders,Chelsea,6,8,GKP,a,,100,45.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.833,0.0,2.8,24.9,1.0,0.066,0.125,0.165,0.0,0.0,0.165,0.037,1.649,0.615
2026-27,2,561,622758,Anselmino,Aaron Anselmino,Chelsea,6,8,DEF,a,,100,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.833,0.0,2.8,25.0,1.0,0.002,0.039,0.039,0.0,0.0,0.039,0.009,1.649,0.492
2026-27,2,568,543158,Barco,Valentín Barco,Chelsea,6,8,MID,a,,100,55.0,0.1,1,8,0,0,0,0,1,0.04,0.0,0.04,0.07,0.2,0.5,1.0,0.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,11.25,0.45,0.0,3.15,0.126,0.0,0.45,0.833,0.182,2.8,24.9,1.0,0.82,2.379,3.942,3.0,5.0,-1.058,0.717,1.641,4.399
2026-27,2,583,498444,Chavarria,Pep Chavarría,Chelsea,6,8,DEF,a,,100,50.0,0.2,2,43,0,0,0,0,1,0.0,0.02,0.02,0.37,1.2,1.0,1.0,1.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1192.5,1135.0,1250.0,1,4.186,0.042,0.0,1.172,0.012,0.0,0.45,0.833,0.4,2.8,24.8,1.0,1.153,3.585,5.769,3.0,5.0,0.769,1.154,1.602,6.255
2026-27,2,91,231065,Pinnock,Ethan Pinnock,Coventry City,7,9,DEF,a,,100,45.0,0.1,1,12,0,0,0,0,1,0.0,0.0,0.0,0.54,0.5,0.5,1.0,0.5,3.0,3.333,2.0,1.0,5,3,318.0,14.0,3.962,0.02,1.05,1,1000.0,1000.0,1000.0,0,7.5,0.0,0.0,4.953,0.014,0.756,0.0,0.0,0.222,3.0,24.9,1.0,0.699,2.162,3.625,3.0,5.0,-1.375,0.806,0.987,4.708
2026-27,2,104,428580,Onyeka,Frank Onyeka,Coventry City,7,9,MID,a,,100,50.0,0.1,2,90,1,0,0,0,3,0.0,0.01,0.01,1.88,0.5,1.0,2.0,1.0,3.0,3.333,2.0,1.0,5,3,88.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.0,0.01,1.0,0.56,0.003,1.0,0.0,0.0,0.4,3.0,24.9,1.0,1.232,3.745,6.258,6.0,10.0,-3.742,1.252,0.9,7.414
2026-27,2,110,472739,Rushworth,Carl Rushworth,Coventry City,7,9,GKP,a,,100,45.0,1.1,3,180,2,0,0,0,4,0.0,0.01,0.01,2.6,2.5,1.5,1.5,1.5,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,1.5,0.005,1.0,0.42,0.001,1.0,0.0,0.0,0.667,3.0,23.9,1.0,1.878,7.911,13.944,4.5,7.5,6.444,3.099,0.8,15.151
2026-27,2,171,484389,Dovin,Oliver Dovin,Coventry City,7,9,GKP,u,Has joined Leyton Orient on loan for the rest of the season,0,40.0,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.379
2026-27,2,172,110690,Wilson,Ben Wilson,Coventry City,7,9,GKP,a,,100,45.0,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.6,1.0,0.094,0.265,0.436,0.0,0.0,0.436,0.097,1.649,0.945
2026-27,2,173,461102,Thomas,Bobby Thomas,Coventry City,7,9,DEF,a,,100,40.0,8.4,11,167,2,0,0,1,3,0.02,0.02,0.04,2.06,5.3,5.5,5.5,5.5,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,5.928,0.022,1.0,1.66,0.006,1.0,0.0,0.0,2.75,3.0,16.6,1.0,1.83,6.741,11.652,16.5,27.5,-15.848,2.913,0.814,12.591
2026-27,2,174,436761,Kitching,Liam Kitching,Coventry City,7,9,DEF,u,Has joined Sheffield United on loan for the rest of the season,0,40.0,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.348
2026-27,2,175,451284,van Ewijk,Milan van Ewijk,Coventry City,7,9,DEF,a,,100,40.0,12.1,3,180,2,0,0,0,4,0.0,0.2,0.2,2.6,7.0,1.5,1.5,1.5,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,1.5,0.1,1.0,0.42,0.028,1.0,0.0,0.0,0.75,3.0,12.9,1.0,2.349,8.342,14.335,4.5,7.5,6.835,3.584,0.8,15.157
2026-27,2,176,173878,Dasilva,Jay Dasilva,Coventry City,7,9,DEF,a,,100,40.0,0.8,3,180,2,0,0,0,4,0.18,0.07,0.25,2.6,5.8,1.5,1.5,1.5,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,1.5,0.125,1.0,0.42,0.035,1.0,0.0,0.0,0.75,3.0,24.2,1.0,1.799,7.759,13.719,4.5,7.5,6.219,3.43,0.8,14.936
2026-27,2,177,465390,Kesler-Hayden,Kaine Kesler-Hayden,Coventry City,7,9,DEF,i,Hamstring injury - Unknown return date,0,40.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.327
2026-27,2,178,80178,Bidwell,Jake Bidwell,Coventry City,7,9,DEF,a,,100,40.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.9,1.0,0.002,0.002,0.002,0.0,0.0,0.002,0.001,1.649,0.522
2026-27,2,179,204813,Latibeaudiere,Joel Latibeaudiere,Coventry City,7,9,DEF,a,,100,40.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,1.0,0.0,0.004,0.008,0.0,0.0,0.008,0.002,1.649,0.531
2026-27,2,180,220583,Woolfenden,Luke Woolfenden,Coventry City,7,9,DEF,i,Knee injury - Unknown return date,0,40.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.33
2026-27,2,181,577411,Brau,Miguel Brau,Coventry City,7,9,DEF,u,Has joined Academico de Viseu on loan for the rest of the season,0,40.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.327
2026-27,2,182,539142,Amenda,Aurèle Amenda,Coventry City,7,9,DEF,a,,100,40.0,0.8,2,180,2,0,0,0,4,0.02,0.05,0.07,2.6,4.9,1.0,1.0,1.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,1.0,0.035,1.0,0.28,0.01,1.0,0.0,0.0,0.5,3.0,24.2,1.0,1.735,6.646,11.557,3.0,5.0,6.557,2.889,0.8,12.774
2026-27,2,183,480457,Rudoni,Jack Rudoni,Coventry City,7,9,MID,a,,100,50.0,0.1,4,90,1,0,0,1,0,0.21,0.09,0.3,0.31,6.5,2.0,2.0,2.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,4.0,0.3,1.0,1.12,0.084,1.0,0.0,0.0,0.8,3.0,24.9,1.0,1.619,5.488,9.357,6.0,10.0,-0.643,1.871,0.9,10.513
2026-27,2,184,168144,Grimes,Matt Grimes,Coventry City,7,9,MID,a,,100,50.0,0.2,4,180,2,0,0,0,4,0.01,0.05,0.06,2.6,5.4,2.0,2.0,2.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.0,0.03,1.0,0.56,0.008,1.0,0.0,0.0,0.8,3.0,24.8,1.0,1.816,4.818,7.82,6.0,10.0,-2.18,1.564,0.8,9.058
2026-27,2,185,501459,Sakamoto,Tatsuhiro Sakamoto,Coventry City,7,9,MID,a,,100,49.0,0.1,1,31,0,0,0,0,1,0.02,0.02,0.04,0.69,1.9,0.5,1.0,0.5,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.903,0.116,0.0,0.813,0.033,0.0,0.0,0.0,0.204,3.0,24.9,1.0,1.138,3.36,5.582,3.0,5.0,0.582,1.139,1.616,6.13
2026-27,2,186,241293,Mason-Clark,Ephron Mason-Clark,Coventry City,7,9,MID,a,,100,55.0,0.1,1,57,1,0,0,0,0,0.0,0.06,0.06,0.02,2.0,0.5,1.0,0.5,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,1.579,0.095,1.0,0.442,0.027,1.0,0.0,0.0,0.182,3.0,24.9,1.0,1.745,5.277,8.809,3.0,5.0,3.809,1.602,0.937,9.934
2026-27,2,187,439668,Eccles,Josh Eccles,Coventry City,7,9,MID,a,,100,49.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,1.0,0.096,0.177,0.258,0.0,0.0,0.258,0.053,1.649,0.781
2026-27,2,188,226965,Torp,Victor Torp,Coventry City,7,9,MID,a,,100,55.0,0.1,2,47,0,0,0,0,1,0.0,0.12,0.12,1.01,2.6,1.0,1.0,1.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,3.83,0.23,0.0,1.072,0.064,0.0,0.0,0.0,0.364,3.0,24.9,1.0,1.528,4.636,7.744,3.0,5.0,2.744,1.408,1.598,8.307
2026-27,2,189,684268,Shepherd,George Shepherd,Coventry City,7,9,MID,a,,100,45.0,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.7,1.0,0.147,0.33,0.513,0.0,0.0,0.513,0.114,1.649,1.026
2026-27,2,190,469272,Tchaouna,Loum Tchaouna,Coventry City,7,9,MID,a,,100,55.0,0.1,3,139,2,0,0,0,3,0.09,0.15,0.24,1.78,4.2,1.5,1.5,1.5,3.0,3.333,2.0,1.0,5,3,1259.0,59.0,4.218,0.156,1.0,1,1000.0,1000.0,1000.0,0,1.942,0.155,1.0,3.581,0.156,1.0,0.0,0.0,0.545,3.0,24.9,1.0,2.096,6.686,11.276,4.5,7.5,3.776,2.05,0.846,12.478
2026-27,2,191,492498,Borges Rodrigues,Raphael Borges Rodrigues,Coventry City,7,9,MID,u,Has joined Burton Albion on loan for the rest of the season,0,45.0,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.334
2026-27,2,192,629397,Andrews,Kai Andrews,Coventry City,7,9,MID,u,Has joined Oxford United on loan for the rest of the season,0,45.0,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.344
