player_id,web_name,team,position,gw,horizon_index,was_home,opponent_team_id,fixture_difficulty,forecast_points
74,Brooks,Bournemouth,MID,3,1,0,17,3.0,0.97
74,Brooks,Bournemouth,MID,4,2,1,4,3.0,0.945
74,Brooks,Bournemouth,MID,5,3,1,14,4.0,1.024
74,Brooks,Bournemouth,MID,6,4,0,6,4.0,1.06
74,Brooks,Bournemouth,MID,7,5,1,20,2.0,0.949
75,Christie,Bournemouth,MID,3,1,0,17,3.0,0.766
75,Christie,Bournemouth,MID,4,2,1,4,3.0,0.787
75,Christie,Bournemouth,MID,5,3,1,14,4.0,0.81
75,Christie,Bournemouth,MID,6,4,0,6,4.0,0.78
75,Christie,Bournemouth,MID,7,5,1,20,2.0,0.777
76,Tóth.A,Bournemouth,MID,3,1,0,17,3.0,0.776
76,Tóth.A,Bournemouth,MID,4,2,1,4,3.0,0.773
76,Tóth.A,Bournemouth,MID,5,3,1,14,4.0,0.792
76,Tóth.A,Bournemouth,MID,6,4,0,6,4.0,0.798
76,Tóth.A,Bournemouth,MID,7,5,1,20,2.0,0.833
77,Adli,Bournemouth,MID,3,1,0,17,3.0,0.0
77,Adli,Bournemouth,MID,4,2,1,4,3.0,0.0
77,Adli,Bournemouth,MID,5,3,1,14,4.0,0.0
77,Adli,Bournemouth,MID,6,4,0,6,4.0,0.0
77,Adli,Bournemouth,MID,7,5,1,20,2.0,0.0
78,Kroupi.Jr,Bournemouth,MID,3,1,0,17,3.0,0.0
78,Kroupi.Jr,Bournemouth,MID,4,2,1,4,3.0,0.0
78,Kroupi.Jr,Bournemouth,MID,5,3,1,14,4.0,0.0
78,Kroupi.Jr,Bournemouth,MID,6,4,0,6,4.0,0.0
78,Kroupi.Jr,Bournemouth,MID,7,5,1,20,2.0,0.0
79,Evanilson,Bournemouth,FWD,3,1,0,17,3.0,3.435
79,Evanilson,Bournemouth,FWD,4,2,1,4,3.0,3.292
79,Evanilson,Bournemouth,FWD,5,3,1,14,4.0,2.647
79,Evanilson,Bournemouth,FWD,6,4,0,6,4.0,2.673
79,Evanilson,Bournemouth,FWD,7,5,1,20,2.0,3.43
80,Enes Ünal,Bournemouth,FWD,3,1,0,17,3.0,0.0
80,Enes Ünal,Bournemouth,FWD,4,2,1,4,3.0,0.0
80,Enes Ünal,Bournemouth,FWD,5,3,1,14,4.0,0.0
80,Enes Ünal,Bournemouth,FWD,6,4,0,6,4.0,0.0
80,Enes Ünal,Bournemouth,FWD,7,5,1,20,2.0,0.0
81,Rodríguez,Bournemouth,FWD,3,1,0,17,3.0,0.58
81,Rodríguez,Bournemouth,FWD,4,2,1,4,3.0,0.625
81,Rodríguez,Bournemouth,FWD,5,3,1,14,4.0,0.685
81,Rodríguez,Bournemouth,FWD,6,4,0,6,4.0,0.642
81,Rodríguez,Bournemouth,FWD,7,5,1,20,2.0,0.641
566,Silva,Bournemouth,DEF,3,1,0,17,3.0,3.657
566,Silva,Bournemouth,DEF,4,2,1,4,3.0,3.606
566,Silva,Bournemouth,DEF,5,3,1,14,4.0,3.39
566,Silva,Bournemouth,DEF,6,4,0,6,4.0,3.397
566,Silva,Bournemouth,DEF,7,5,1,20,2.0,3.297
573,Sanchez,Bournemouth,DEF,3,1,0,17,3.0,0.308
573,Sanchez,Bournemouth,DEF,4,2,1,4,3.0,0.127
573,Sanchez,Bournemouth,DEF,5,3,1,14,4.0,0.16
573,Sanchez,Bournemouth,DEF,6,4,0,6,4.0,0.323
573,Sanchez,Bournemouth,DEF,7,5,1,20,2.0,0.12
608,Jebbison,Bournemouth,FWD,3,1,0,17,3.0,1.272
608,Jebbison,Bournemouth,FWD,4,2,1,4,3.0,1.182
608,Jebbison,Bournemouth,FWD,5,3,1,14,4.0,1.292
608,Jebbison,Bournemouth,FWD,6,4,0,6,4.0,1.361
608,Jebbison,Bournemouth,FWD,7,5,1,20,2.0,1.263
615,Di Gregorio,Bournemouth,GKP,3,1,0,17,3.0,0.0
615,Di Gregorio,Bournemouth,GKP,4,2,1,4,3.0,0.0
615,Di Gregorio,Bournemouth,GKP,5,3,1,14,4.0,0.0
615,Di Gregorio,Bournemouth,GKP,6,4,0,6,4.0,0.0
615,Di Gregorio,Bournemouth,GKP,7,5,1,20,2.0,0.037
82,Kelleher,Brentford,GKP,3,1,1,20,2.0,4.817
82,Kelleher,Brentford,GKP,4,2,0,3,3.0,2.9
82,Kelleher,Brentford,GKP,5,3,1,6,4.0,2.767
82,Kelleher,Brentford,GKP,6,4,0,2,4.0,2.926
82,Kelleher,Brentford,GKP,7,5,1,14,4.0,2.767
83,Valdimarsson,Brentford,GKP,3,1,1,20,2.0,0.032
83,Valdimarsson,Brentford,GKP,4,2,0,3,3.0,0.027
83,Valdimarsson,Brentford,GKP,5,3,1,6,4.0,0.075
83,Valdimarsson,Brentford,GKP,6,4,0,2,4.0,0.026
83,Valdimarsson,Brentford,GKP,7,5,1,14,4.0,0.075
84,Collins,Brentford,DEF,3,1,1,20,2.0,4.448
84,Collins,Brentford,DEF,4,2,0,3,3.0,3.964
84,Collins,Brentford,DEF,5,3,1,6,4.0,2.805
84,Collins,Brentford,DEF,6,4,0,2,4.0,2.698
84,Collins,Brentford,DEF,7,5,1,14,4.0,2.805
85,Van den Berg,Brentford,DEF,3,1,1,20,2.0,0.0
85,Van den Berg,Brentford,DEF,4,2,0,3,3.0,0.0
85,Van den Berg,Brentford,DEF,5,3,1,6,4.0,0.0
85,Van den Berg,Brentford,DEF,6,4,0,2,4.0,0.0
85,Van den Berg,Brentford,DEF,7,5,1,14,4.0,0.0
86,Lewis-Potter,Brentford,MID,3,1,1,20,2.0,3.58
86,Lewis-Potter,Brentford,MID,4,2,0,3,3.0,3.245
86,Lewis-Potter,Brentford,MID,5,3,1,6,4.0,2.699
86,Lewis-Potter,Brentford,MID,6,4,0,2,4.0,2.623
86,Lewis-Potter,Brentford,MID,7,5,1,14,4.0,2.699
87,Ajer,Brentford,DEF,3,1,1,20,2.0,4.554
87,Ajer,Brentford,DEF,4,2,0,3,3.0,3.718
87,Ajer,Brentford,DEF,5,3,1,6,4.0,2.946
87,Ajer,Brentford,DEF,6,4,0,2,4.0,2.926
87,Ajer,Brentford,DEF,7,5,1,14,4.0,2.946
88,Kayode,Brentford,DEF,3,1,1,20,2.0,4.092
88,Kayode,Brentford,DEF,4,2,0,3,3.0,3.567
88,Kayode,Brentford,DEF,5,3,1,6,4.0,1.881
88,Kayode,Brentford,DEF,6,4,0,2,4.0,1.869
88,Kayode,Brentford,DEF,7,5,1,14,4.0,1.881
89,Henry,Brentford,DEF,3,1,1,20,2.0,0.695
89,Henry,Brentford,DEF,4,2,0,3,3.0,0.646
89,Henry,Brentford,DEF,5,3,1,6,4.0,0.678
89,Henry,Brentford,DEF,6,4,0,2,4.0,0.668
89,Henry,Brentford,DEF,7,5,1,14,4.0,0.678
90,Hickey,Brentford,DEF,3,1,1,20,2.0,0.746
90,Hickey,Brentford,DEF,4,2,0,3,3.0,0.618
90,Hickey,Brentford,DEF,5,3,1,6,4.0,0.744
90,Hickey,Brentford,DEF,6,4,0,2,4.0,0.669
90,Hickey,Brentford,DEF,7,5,1,14,4.0,0.744
92,Ji-soo,Brentford,DEF,3,1,1,20,2.0,0.037
92,Ji-soo,Brentford,DEF,4,2,0,3,3.0,0.0
92,Ji-soo,Brentford,DEF,5,3,1,6,4.0,0.0
92,Ji-soo,Brentford,DEF,6,4,0,2,4.0,0.0
92,Ji-soo,Brentford,DEF,7,5,1,14,4.0,0.0
93,Schuster,Brentford,DEF,3,1,1,20,2.0,0.12
93,Schuster,Brentford,DEF,4,2,0,3,3.0,0.308
93,Schuster,Brentford,DEF,5,3,1,6,4.0,0.16
93,Schuster,Brentford,DEF,6,4,0,2,4.0,0.323
93,Schuster,Brentford,DEF,7,5,1,14,4.0,0.16
94,Schade,Brentford,MID,3,1,1,20,2.0,3.823
94,Schade,Brentford,MID,4,2,0,3,3.0,3.998
94,Schade,Brentford,MID,5,3,1,6,4.0,2.833
94,Schade,Brentford,MID,6,4,0,2,4.0,2.772
94,Schade,Brentford,MID,7,5,1,14,4.0,2.833
95,O.Dango,Brentford,MID,3,1,1,20,2.0,3.151
95,O.Dango,Brentford,MID,4,2,0,3,3.0,3.014
95,O.Dango,Brentford,MID,5,3,1,6,4.0,2.917
95,O.Dango,Brentford,MID,6,4,0,2,4.0,2.833
95,O.Dango,Brentford,MID,7,5,1,14,4.0,2.917
96,Damsgaard,Brentford,MID,3,1,1,20,2.0,2.545
96,Damsgaard,Brentford,MID,4,2,0,3,3.0,2.403
96,Damsgaard,Brentford,MID,5,3,1,6,4.0,2.194
96,Damsgaard,Brentford,MID,6,4,0,2,4.0,2.145
96,Damsgaard,Brentford,MID,7,5,1,14,4.0,2.194
97,Jensen,Brentford,MID,3,1,1,20,2.0,1.413
97,Jensen,Brentford,MID,4,2,0,3,3.0,1.351
97,Jensen,Brentford,MID,5,3,1,6,4.0,1.341
97,Jensen,Brentford,MID,6,4,0,2,4.0,1.295
97,Jensen,Brentford,MID,7,5,1,14,4.0,1.341
98,Janelt,Brentford,MID,3,1,1,20,2.0,3.996
98,Janelt,Brentford,MID,4,2,0,3,3.0,3.115
98,Janelt,Brentford,MID,5,3,1,6,4.0,2.83
98,Janelt,Brentford,MID,6,4,0,2,4.0,2.886
98,Janelt,Brentford,MID,7,5,1,14,4.0,2.83
99,Milambo,Brentford,MID,3,1,1,20,2.0,0.0
99,Milambo,Brentford,MID,4,2,0,3,3.0,0.0
99,Milambo,Brentford,MID,5,3,1,6,4.0,0.0
99,Milambo,Brentford,MID,6,4,0,2,4.0,0.0
99,Milambo,Brentford,MID,7,5,1,14,4.0,0.0
100,Carvalho,Brentford,MID,3,1,1,20,2.0,0.028
100,Carvalho,Brentford,MID,4,2,0,3,3.0,0.016
100,Carvalho,Brentford,MID,5,3,1,6,4.0,0.085
100,Carvalho,Brentford,MID,6,4,0,2,4.0,0.014
100,Carvalho,Brentford,MID,7,5,1,14,4.0,0.085
102,Yarmoliuk,Brentford,MID,3,1,1,20,2.0,1.385
102,Yarmoliuk,Brentford,MID,4,2,0,3,3.0,1.209
102,Yarmoliuk,Brentford,MID,5,3,1,6,4.0,1.309
102,Yarmoliuk,Brentford,MID,6,4,0,2,4.0,1.202
102,Yarmoliuk,Brentford,MID,7,5,1,14,4.0,1.309
103,Dasilva,Brentford,MID,3,1,1,20,2.0,0.016
103,Dasilva,Brentford,MID,4,2,0,3,3.0,0.003
103,Dasilva,Brentford,MID,5,3,1,6,4.0,0.073
103,Dasilva,Brentford,MID,6,4,0,2,4.0,0.001
103,Dasilva,Brentford,MID,7,5,1,14,4.0,0.073
105,Anthony,Brentford,MID,3,1,1,20,2.0,2.395
105,Anthony,Brentford,MID,4,2,0,3,3.0,2.213
105,Anthony,Brentford,MID,5,3,1,6,4.0,2.157
105,Anthony,Brentford,MID,6,4,0,2,4.0,2.081
105,Anthony,Brentford,MID,7,5,1,14,4.0,2.157
106,Thiago,Brentford,FWD,3,1,1,20,2.0,5.273
106,Thiago,Brentford,FWD,4,2,0,3,3.0,4.371
106,Thiago,Brentford,FWD,5,3,1,6,4.0,3.322
106,Thiago,Brentford,FWD,6,4,0,2,4.0,3.36
106,Thiago,Brentford,FWD,7,5,1,14,4.0,3.322
107,Furo,Brentford,FWD,3,1,1,20,2.0,0.281
107,Furo,Brentford,FWD,4,2,0,3,3.0,0.174
107,Furo,Brentford,FWD,5,3,1,6,4.0,0.257
107,Furo,Brentford,FWD,6,4,0,2,4.0,0.198
107,Furo,Brentford,FWD,7,5,1,14,4.0,0.257
108,Wilson,Brentford,FWD,3,1,1,20,2.0,2.077
108,Wilson,Brentford,FWD,4,2,0,3,3.0,2.11
108,Wilson,Brentford,FWD,5,3,1,6,4.0,1.97
108,Wilson,Brentford,FWD,6,4,0,2,4.0,2.04
108,Wilson,Brentford,FWD,7,5,1,14,4.0,1.97
565,M.Sangaré,Brentford,MID,3,1,1,20,2.0,4.205
565,M.Sangaré,Brentford,MID,4,2,0,3,3.0,3.469
565,M.Sangaré,Brentford,MID,5,3,1,6,4.0,2.61
565,M.Sangaré,Brentford,MID,6,4,0,2,4.0,2.65
565,M.Sangaré,Brentford,MID,7,5,1,14,4.0,2.61
620,Diouf,Brentford,DEF,3,1,1,20,2.0,0.043
620,Diouf,Brentford,DEF,4,2,0,3,3.0,0.04
620,Diouf,Brentford,DEF,5,3,1,6,4.0,0.087
620,Diouf,Brentford,DEF,6,4,0,2,4.0,0.039
620,Diouf,Brentford,DEF,7,5,1,14,4.0,0.087
109,Verbruggen,Brighton,GKP,3,1,1,13,2.0,4.021
109,Verbruggen,Brighton,GKP,4,2,0,7,2.0,4.073
109,Verbruggen,Brighton,GKP,5,3,1,1,4.0,3.104
109,Verbruggen,Brighton,GKP,6,4,0,20,3.0,3.36
109,Verbruggen,Brighton,GKP,7,5,1,8,3.0,3.381
111,Steele,Brighton,GKP,3,1,1,13,2.0,0.585
111,Steele,Brighton,GKP,4,2,0,7,2.0,0.505
111,Steele,Brighton,GKP,5,3,1,1,4.0,0.481
111,Steele,Brighton,GKP,6,4,0,20,3.0,0.377
111,Steele,Brighton,GKP,7,5,1,8,3.0,0.468
113,F.Kadıoğlu,Brighton,DEF,3,1,1,13,2.0,2.285
113,F.Kadıoğlu,Brighton,DEF,4,2,0,7,2.0,1.93
113,F.Kadıoğlu,Brighton,DEF,5,3,1,1,4.0,1.997
113,F.Kadıoğlu,Brighton,DEF,6,4,0,20,3.0,1.746
113,F.Kadıoğlu,Brighton,DEF,7,5,1,8,3.0,2.108
114,Boscagli,Brighton,DEF,3,1,1,13,2.0,3.681
114,Boscagli,Brighton,DEF,4,2,0,7,2.0,3.353
114,Boscagli,Brighton,DEF,5,3,1,1,4.0,3.167
114,Boscagli,Brighton,DEF,6,4,0,20,3.0,3.487
114,Boscagli,Brighton,DEF,7,5,1,8,3.0,3.743
115,De Cuyper,Brighton,DEF,3,1,1,13,2.0,4.857
115,De Cuyper,Brighton,DEF,4,2,0,7,2.0,4.992
115,De Cuyper,Brighton,DEF,5,3,1,1,4.0,3.204
115,De Cuyper,Brighton,DEF,6,4,0,20,3.0,4.584
115,De Cuyper,Brighton,DEF,7,5,1,8,3.0,4.558
116,Dunk,Brighton,DEF,3,1,1,13,2.0,4.298
116,Dunk,Brighton,DEF,4,2,0,7,2.0,4.192
116,Dunk,Brighton,DEF,5,3,1,1,4.0,2.499
116,Dunk,Brighton,DEF,6,4,0,20,3.0,2.972
116,Dunk,Brighton,DEF,7,5,1,8,3.0,3.14
117,Coppola,Brighton,DEF,3,1,1,13,2.0,0.037
117,Coppola,Brighton,DEF,4,2,0,7,2.0,0.019
117,Coppola,Brighton,DEF,5,3,1,1,4.0,0.0
117,Coppola,Brighton,DEF,6,4,0,20,3.0,0.0
117,Coppola,Brighton,DEF,7,5,1,8,3.0,0.0
118,Igor,Brighton,DEF,3,1,1,13,2.0,0.0
118,Igor,Brighton,DEF,4,2,0,7,2.0,0.0
118,Igor,Brighton,DEF,5,3,1,1,4.0,0.0
118,Igor,Brighton,DEF,6,4,0,20,3.0,0.0
118,Igor,Brighton,DEF,7,5,1,8,3.0,0.0
119,Costinha,Brighton,DEF,3,1,1,13,2.0,0.829
119,Costinha,Brighton,DEF,4,2,0,7,2.0,0.882
119,Costinha,Brighton,DEF,5,3,1,1,4.0,0.864
119,Costinha,Brighton,DEF,6,4,0,20,3.0,0.88
119,Costinha,Brighton,DEF,7,5,1,8,3.0,0.837
120,Svoboda,Brighton,DEF,3,1,1,13,2.0,0.735
120,Svoboda,Brighton,DEF,4,2,0,7,2.0,0.678
120,Svoboda,Brighton,DEF,5,3,1,1,4.0,0.822
120,Svoboda,Brighton,DEF,6,4,0,20,3.0,0.678
120,Svoboda,Brighton,DEF,7,5,1,8,3.0,0.72
121,Mitoma,Brighton,MID,3,1,1,13,2.0,0.0
121,Mitoma,Brighton,MID,4,2,0,7,2.0,0.0
121,Mitoma,Brighton,MID,5,3,1,1,4.0,0.0
121,Mitoma,Brighton,MID,6,4,0,20,3.0,0.0
121,Mitoma,Brighton,MID,7,5,1,8,3.0,0.0
122,Minteh,Brighton,MID,3,1,1,13,2.0,0.0
122,Minteh,Brighton,MID,4,2,0,7,2.0,0.0
122,Minteh,Brighton,MID,5,3,1,1,4.0,0.0
122,Minteh,Brighton,MID,6,4,0,20,3.0,0.0
122,Minteh,Brighton,MID,7,5,1,8,3.0,0.0
123,Hinshelwood,Brighton,MID,3,1,1,13,2.0,1.441
123,Hinshelwood,Brighton,MID,4,2,0,7,2.0,1.449
123,Hinshelwood,Brighton,MID,5,3,1,1,4.0,1.375
123,Hinshelwood,Brighton,MID,6,4,0,20,3.0,1.429
123,Hinshelwood,Brighton,MID,7,5,1,8,3.0,1.422
124,Groß,Brighton,MID,3,1,1,13,2.0,3.364
124,Groß,Brighton,MID,4,2,0,7,2.0,3.477
124,Groß,Brighton,MID,5,3,1,1,4.0,3.39
124,Groß,Brighton,MID,6,4,0,20,3.0,3.397
124,Groß,Brighton,MID,7,5,1,8,3.0,3.402
125,Georginio,Brighton,FWD,3,1,1,13,2.0,1.347
125,Georginio,Brighton,FWD,4,2,0,7,2.0,1.379
125,Georginio,Brighton,FWD,5,3,1,1,4.0,1.382
125,Georginio,Brighton,FWD,6,4,0,20,3.0,1.376
125,Georginio,Brighton,FWD,7,5,1,8,3.0,1.367
126,O'Riley,Brighton,MID,3,1,1,13,2.0,0.42
126,O'Riley,Brighton,MID,4,2,0,7,2.0,0.383
126,O'Riley,Brighton,MID,5,3,1,1,4.0,0.464
126,O'Riley,Brighton,MID,6,4,0,20,3.0,0.366
126,O'Riley,Brighton,MID,7,5,1,8,3.0,0.404
127,Gomez,Brighton,MID,3,1,1,13,2.0,4.222
127,Gomez,Brighton,MID,4,2,0,7,2.0,4.361
127,Gomez,Brighton,MID,5,3,1,1,4.0,3.029
127,Gomez,Brighton,MID,6,4,0,20,3.0,4.176
127,Gomez,Brighton,MID,7,5,1,8,3.0,4.2
128,Buonanotte,Brighton,MID,3,1,1,13,2.0,0.0
128,Buonanotte,Brighton,MID,4,2,0,7,2.0,0.0
128,Buonanotte,Brighton,MID,5,3,1,1,4.0,0.0
128,Buonanotte,Brighton,MID,6,4,0,20,3.0,0.0
128,Buonanotte,Brighton,MID,7,5,1,8,3.0,0.0
129,Ayari,Brighton,MID,3,1,1,13,2.0,1.669
129,Ayari,Brighton,MID,4,2,0,7,2.0,1.617
129,Ayari,Brighton,MID,5,3,1,1,4.0,1.466
129,Ayari,Brighton,MID,6,4,0,20,3.0,1.45
129,Ayari,Brighton,MID,7,5,1,8,3.0,1.471
130,Wieffer,Brighton,DEF,3,1,1,13,2.0,3.049
130,Wieffer,Brighton,DEF,4,2,0,7,2.0,3.11
130,Wieffer,Brighton,DEF,5,3,1,1,4.0,3.084
130,Wieffer,Brighton,DEF,6,4,0,20,3.0,3.531
130,Wieffer,Brighton,DEF,7,5,1,8,3.0,3.504
132,Howell,Brighton,MID,3,1,1,13,2.0,0.0
132,Howell,Brighton,MID,4,2,0,7,2.0,0.0
132,Howell,Brighton,MID,5,3,1,1,4.0,0.0
132,Howell,Brighton,MID,6,4,0,20,3.0,0.0
132,Howell,Brighton,MID,7,5,1,8,3.0,0.0
133,Watson,Brighton,MID,3,1,1,13,2.0,0.0
133,Watson,Brighton,MID,4,2,0,7,2.0,0.0
133,Watson,Brighton,MID,5,3,1,1,4.0,0.0
133,Watson,Brighton,MID,6,4,0,20,3.0,0.0
133,Watson,Brighton,MID,7,5,1,8,3.0,0.0
134,Oriola,Brighton,MID,3,1,1,13,2.0,0.071
134,Oriola,Brighton,MID,4,2,0,7,2.0,0.11
134,Oriola,Brighton,MID,5,3,1,1,4.0,0.062
134,Oriola,Brighton,MID,6,4,0,20,3.0,0.112
134,Oriola,Brighton,MID,7,5,1,8,3.0,0.054
135,Yohanna,Brighton,MID,3,1,1,13,2.0,1.055
135,Yohanna,Brighton,MID,4,2,0,7,2.0,1.073
135,Yohanna,Brighton,MID,5,3,1,1,4.0,1.035
135,Yohanna,Brighton,MID,6,4,0,20,3.0,1.036
135,Yohanna,Brighton,MID,7,5,1,8,3.0,0.995
137,Tzimas,Brighton,FWD,3,1,1,13,2.0,0.0
137,Tzimas,Brighton,FWD,4,2,0,7,2.0,0.0
137,Tzimas,Brighton,FWD,5,3,1,1,4.0,0.0
137,Tzimas,Brighton,FWD,6,4,0,20,3.0,0.0
137,Tzimas,Brighton,FWD,7,5,1,8,3.0,0.0
138,Kostoulas,Brighton,FWD,3,1,1,13,2.0,2.758
138,Kostoulas,Brighton,FWD,4,2,0,7,2.0,2.761
138,Kostoulas,Brighton,FWD,5,3,1,1,4.0,2.609
138,Kostoulas,Brighton,FWD,6,4,0,20,3.0,2.728
138,Kostoulas,Brighton,FWD,7,5,1,8,3.0,2.723
139,Ferguson,Brighton,FWD,3,1,1,13,2.0,0.0
139,Ferguson,Brighton,FWD,4,2,0,7,2.0,0.0
139,Ferguson,Brighton,FWD,5,3,1,1,4.0,0.0
139,Ferguson,Brighton,FWD,6,4,0,20,3.0,0.0
139,Ferguson,Brighton,FWD,7,5,1,8,3.0,0.0
328,Struijk,Brighton,DEF,3,1,1,13,2.0,0.697
328,Struijk,Brighton,DEF,4,2,0,7,2.0,0.621
328,Struijk,Brighton,DEF,5,3,1,1,4.0,0.889
328,Struijk,Brighton,DEF,6,4,0,20,3.0,0.677
328,Struijk,Brighton,DEF,7,5,1,8,3.0,0.757
504,Vuskovic,Brighton,DEF,3,1,1,13,2.0,4.026
504,Vuskovic,Brighton,DEF,4,2,0,7,2.0,4.303
504,Vuskovic,Brighton,DEF,5,3,1,1,4.0,3.352
504,Vuskovic,Brighton,DEF,6,4,0,20,3.0,4.508
504,Vuskovic,Brighton,DEF,7,5,1,8,3.0,4.323
594,David,Brighton,FWD,3,1,1,13,2.0,1.594
594,David,Brighton,FWD,4,2,0,7,2.0,1.549
594,David,Brighton,FWD,5,3,1,1,4.0,1.505
594,David,Brighton,FWD,6,4,0,20,3.0,1.454
594,David,Brighton,FWD,7,5,1,8,3.0,1.526
600,Osman,Brighton,MID,3,1,1,13,2.0,1.292
600,Osman,Brighton,MID,4,2,0,7,2.0,1.272
600,Osman,Brighton,MID,5,3,1,1,4.0,1.245
600,Osman,Brighton,MID,6,4,0,20,3.0,1.226
600,Osman,Brighton,MID,7,5,1,8,3.0,1.237
605,Yalcouyé,Brighton,MID,3,1,1,13,2.0,2.01
605,Yalcouyé,Brighton,MID,4,2,0,7,2.0,1.853
605,Yalcouyé,Brighton,MID,5,3,1,1,4.0,1.893
605,Yalcouyé,Brighton,MID,6,4,0,20,3.0,1.768
605,Yalcouyé,Brighton,MID,7,5,1,8,3.0,1.938
614,Hadjam,Brighton,DEF,3,1,1,13,2.0,0.037
614,Hadjam,Brighton,DEF,4,2,0,7,2.0,0.019
614,Hadjam,Brighton,DEF,5,3,1,1,4.0,0.0
614,Hadjam,Brighton,DEF,6,4,0,20,3.0,0.0
614,Hadjam,Brighton,DEF,7,5,1,8,3.0,0.0
624,Cozier-Duberry,Brighton,MID,3,1,1,13,2.0,0.0
624,Cozier-Duberry,Brighton,MID,4,2,0,7,2.0,0.0
624,Cozier-Duberry,Brighton,MID,5,3,1,1,4.0,0.0
624,Cozier-Duberry,Brighton,MID,6,4,0,20,3.0,0.0
624,Cozier-Duberry,Brighton,MID,7,5,1,8,3.0,0.0
639,Andrés,Brighton,MID,3,1,1,13,2.0,0.012
639,Andrés,Brighton,MID,4,2,0,7,2.0,0.003
639,Andrés,Brighton,MID,5,3,1,1,4.0,0.074
639,Andrés,Brighton,MID,6,4,0,20,3.0,0.003
639,Andrés,Brighton,MID,7,5,1,8,3.0,0.012
28,Martinez,Chelsea,GKP,3,1,0,1,5.0,1.68
28,Martinez,Chelsea,GKP,4,2,1,11,2.0,2.59
28,Martinez,Chelsea,GKP,5,3,0,4,3.0,1.806
28,Martinez,Chelsea,GKP,6,4,1,3,3.0,2.062
28,Martinez,Chelsea,GKP,7,5,0,9,3.0,1.806
40,Rogers,Chelsea,MID,3,1,0,1,5.0,3.274
40,Rogers,Chelsea,MID,4,2,1,11,2.0,5.696
40,Rogers,Chelsea,MID,5,3,0,4,3.0,5.485
40,Rogers,Chelsea,MID,6,4,1,3,3.0,5.292
40,Rogers,Chelsea,MID,7,5,0,9,3.0,5.485
101,Henderson,Chelsea,MID,3,1,0,1,5.0,0.016
101,Henderson,Chelsea,MID,4,2,1,11,2.0,0.021
101,Henderson,Chelsea,MID,5,3,0,4,3.0,0.012
101,Henderson,Chelsea,MID,6,4,1,3,3.0,0.02
101,Henderson,Chelsea,MID,7,5,0,9,3.0,0.012
136,Welbeck,Chelsea,FWD,3,1,0,1,5.0,1.162
136,Welbeck,Chelsea,FWD,4,2,1,11,2.0,0.829
136,Welbeck,Chelsea,FWD,5,3,0,4,3.0,0.706
136,Welbeck,Chelsea,FWD,6,4,1,3,3.0,0.878
136,Welbeck,Chelsea,FWD,7,5,0,9,3.0,0.706
140,Sánchez,Chelsea,GKP,3,1,0,1,5.0,0.0
140,Sánchez,Chelsea,GKP,4,2,1,11,2.0,0.0
140,Sánchez,Chelsea,GKP,5,3,0,4,3.0,0.0
140,Sánchez,Chelsea,GKP,6,4,1,3,3.0,0.0
140,Sánchez,Chelsea,GKP,7,5,0,9,3.0,0.0
141,Jörgensen,Chelsea,GKP,3,1,0,1,5.0,0.0
141,Jörgensen,Chelsea,GKP,4,2,1,11,2.0,0.0
141,Jörgensen,Chelsea,GKP,5,3,0,4,3.0,0.0
141,Jörgensen,Chelsea,GKP,6,4,1,3,3.0,0.0
141,Jörgensen,Chelsea,GKP,7,5,0,9,3.0,0.0
142,James,Chelsea,DEF,3,1,0,1,5.0,2.96
142,James,Chelsea,DEF,4,2,1,11,2.0,3.772
142,James,Chelsea,DEF,5,3,0,4,3.0,3.201
142,James,Chelsea,DEF,6,4,1,3,3.0,3.218
142,James,Chelsea,DEF,7,5,0,9,3.0,3.201
143,Chalobah,Chelsea,DEF,3,1,0,1,5.0,0.0
143,Chalobah,Chelsea,DEF,4,2,1,11,2.0,0.0
143,Chalobah,Chelsea,DEF,5,3,0,4,3.0,0.0
143,Chalobah,Chelsea,DEF,6,4,1,3,3.0,0.0
143,Chalobah,Chelsea,DEF,7,5,0,9,3.0,0.0
144,Gusto,Chelsea,DEF,3,1,0,1,5.0,1.839
144,Gusto,Chelsea,DEF,4,2,1,11,2.0,3.658
144,Gusto,Chelsea,DEF,5,3,0,4,3.0,2.961
144,Gusto,Chelsea,DEF,6,4,1,3,3.0,3.068
144,Gusto,Chelsea,DEF,7,5,0,9,3.0,2.961
145,Fofana,Chelsea,DEF,3,1,0,1,5.0,2.018
145,Fofana,Chelsea,DEF,4,2,1,11,2.0,2.247
145,Fofana,Chelsea,DEF,5,3,0,4,3.0,2.12
145,Fofana,Chelsea,DEF,6,4,1,3,3.0,2.322
145,Fofana,Chelsea,DEF,7,5,0,9,3.0,2.12
146,B.Badiashile,Chelsea,DEF,3,1,0,1,5.0,0.0
146,B.Badiashile,Chelsea,DEF,4,2,1,11,2.0,0.0
146,B.Badiashile,Chelsea,DEF,5,3,0,4,3.0,0.0
146,B.Badiashile,Chelsea,DEF,6,4,1,3,3.0,0.0
146,B.Badiashile,Chelsea,DEF,7,5,0,9,3.0,0.0
148,Hato,Chelsea,DEF,3,1,0,1,5.0,2.537
148,Hato,Chelsea,DEF,4,2,1,11,2.0,3.641
148,Hato,Chelsea,DEF,5,3,0,4,3.0,4.52
148,Hato,Chelsea,DEF,6,4,1,3,3.0,4.44
148,Hato,Chelsea,DEF,7,5,0,9,3.0,4.52
